pcap,window_index,window_start,window_end,pkts_per_s,bytes_per_s,tcp_per_s,udp_per_s,icmp_per_s,udp_dst_1900_per_s,udp_dst_53_per_s,udp_dst_123_per_s,udp_dst_80_per_s,udp_dst_443_per_s,iat_mean,iat_std,iat_cv,iat_median,iat_p95,iat_p99,max_bin_pkts,gini_pkts,n_unique_src_ip,n_unique_dst_ip,n_unique_src_mac,H_src_ip,H_dst_port,H_ttl,tcp_syn_over_synack,udp_ssdp_req_over_resp,udp_dns_req_over_resp,udp_ntp_req_over_resp,pkt_len_mean,pkt_len_std,pkt_len_mode,udp_1900_fraction,ssdp_msearch,ssdp_notify,ssdp_200ok,H_ST,H_MAN,H_USER_AGENT,ssdp_multicast_hit_rate,src_mac_dominance,attack,family,family_index
normal2.pcap,0,1540731601.359659,1540731602.359659,30.0,9249.0,22.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.03224938362836838,0.056909289211034775,1.764662742614746,0.004904985427856445,0.16985984146595,0.19952237606048584,6.0,0.24166665971279144,8.0,8.0,6.0,2.433779239654541,2.433779239654541,1.107784390449524,3.0,0.0,0.0,0.0,308.29998779296875,491.4776611328125,189.1999969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46666666865348816,0,normal,0
normal2.pcap,1,1540731601.859659,1540731602.859659,211.0,102776.0,21.0,190.0,0.0,182.0,3.0,1.0,0.0,0.0,0.004384147468954325,0.020102301612496376,4.585224628448486,0.000156402587890625,0.0190070029348135,0.09525278955698013,82.0,0.5432464480400085,13.0,14.0,6.0,2.3837637901306152,1.0079405307769775,1.531315803527832,1.0,0.0,0.0,0.0,487.0900573730469,193.63926696777344,523.2857055664062,0.9578947424888611,0.0,182.0,0.0,0.0,0.0,0.0,0.9578947424888611,0.8672986030578613,0,normal,0
normal2.pcap,2,1540731602.359659,1540731603.359659,196.0,95035.0,7.0,189.0,0.0,182.0,2.0,1.0,0.0,0.0,0.0033559787552803755,0.018337031826376915,5.4639892578125,0.00014495849609375,0.003328943159431219,0.09656920284032822,82.0,0.6173469424247742,12.0,14.0,6.0,2.0898385047912598,0.6125739812850952,1.2818150520324707,0.0,0.0,0.0,0.0,484.8724365234375,102.26545715332031,531.75,0.9629629850387573,0.0,182.0,0.0,0.0,0.0,0.0,0.9629629850387573,0.8928571343421936,0,normal,0
normal2.pcap,3,1540731602.859659,1540731603.859659,3.0,382.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28137457370758057,0.28018057346343994,0.9957565665245056,0.28137457370758057,0.5335370898246765,0.5559515357017517,2.0,0.7916666865348816,3.0,3.0,3.0,1.5849624872207642,1.5849624872207642,1.5849624872207642,0.0,0.0,0.0,0.0,127.33333587646484,64.81940460205078,81.0999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0,normal,0
normal2.pcap,4,1540731603.359659,1540731604.359659,7.0,3153.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11728266626596451,0.17406374216079712,1.4841387271881104,0.011794567108154297,0.40427953004837036,0.4565999507904053,4.0,0.7321428656578064,3.0,3.0,3.0,1.3787834644317627,1.3787834644317627,1.3787834644317627,0.0,0.0,0.0,0.0,450.4285583496094,483.94061279296875,210.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285969734192,0,normal,0
normal2.pcap,5,1540731603.859659,1540731604.859659,10.0,3531.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08475708961486816,0.09765016287565231,1.1521179676055908,0.03610801696777344,0.2528931200504303,0.27679455280303955,4.0,0.550000011920929,4.0,4.0,4.0,1.6854753494262695,1.6854753494262695,0.8812909126281738,0.0,0.0,0.0,0.0,353.1000061035156,437.8829650878906,210.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,normal,0
normal2.pcap,6,1540731604.359659,1540731605.359659,18.0,6360.0,3.0,14.0,1.0,0.0,1.0,0.0,0.0,7.0,0.05452411249279976,0.08313348144292831,1.5247102975845337,0.010500192642211914,0.2347947657108307,0.27317488193511963,7.0,0.5694444179534912,7.0,7.0,5.0,2.1916115283966064,1.9927780628204346,1.4108479022979736,0.0,0.0,0.0,0.0,353.3333435058594,477.7884216308594,196.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444477558136,0,normal,0
normal2.pcap,7,1540731604.859659,1540731605.859659,30.0,7490.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,7.0,0.030902041122317314,0.06230612471699715,2.0162463188171387,0.0014691352844238281,0.1836009919643402,0.2168968915939331,14.0,0.6166666746139526,9.0,8.0,6.0,2.6928110122680664,2.279822826385498,1.2496527433395386,2.0,0.0,0.0,0.0,249.6666717529297,391.5260314941406,196.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666805744171,0,normal,0
normal2.pcap,8,1540731605.359659,1540731606.359659,16.0,1725.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024962807074189186,0.05797571688890457,2.322483777999878,0.0012750625610351562,0.1557459831237793,0.19252118468284607,14.0,0.828125,5.0,5.0,4.0,1.8024213314056396,1.5628066062927246,0.6685644388198853,2.0,0.0,0.0,0.0,107.8125,69.92962646484375,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0,normal,0
normal2.pcap,9,1540731605.859659,1540731606.859659,2.0,340.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053389549255371,0.0,0.0,0.2053389549255371,0.2053389549255371,0.2053389549255371,1.0,0.75,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,47.0,132.39999389648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,normal,0
